name,id,avgUserRating,userRatingCount,title,author_name,author_uri,voteSum,voteCount,rating,text,date
Microsoft HealthVault,546835834,2.5,176,What happened,Bistline,https://itunes.apple.com/us/reviews/id335994415,0,0,3,"This app used to be my favorite. It would sync with other apps and pull my medical info from LabCorp, hospitals etc.  now none of the apps seem to be syncing with it. 

Doctors still love the emergency profile though.  

Just wish you would go back to how well it worked in 2015.",2018-06-27T14:07:45-07:00
Microsoft HealthVault,546835834,2.5,176,Needs improvement,Jayzbond007,https://itunes.apple.com/us/reviews/id238347373,1,1,3,"I'm kit sure what this app is for...my health vitals? But, what does it do once I import the data? Seems to complex. Would be nice if the information is automatically imported from an actual lab test or results. Missing secure/touch finger Id or password  lock.",2016-02-18T20:47:22-07:00
Microsoft HealthVault,546835834,2.5,176,"Great idea, very disappointing",PeterCohen,https://itunes.apple.com/us/reviews/id142950502,0,0,1,"This app won’t sync with LabCorp, it doesn’t offer a way to manually insert data. As a patient it would help to have easy access to my information in one place in an app. As a doctor It would also benefit my making medical decisions for patients who can show me their lab information on their app.",2017-11-04T09:28:00-07:00
Microsoft HealthVault,546835834,2.5,176,Stopped working after updating to iOS 11,mike1234i,https://itunes.apple.com/us/reviews/id35330312,0,0,1,"It looks like Microsoft has stopped updating this app. It stopped working properly after upgrading to iOS 11 -- you can no longer enter data from the app, you need to log into the website.",2017-09-30T21:31:50-07:00
Microsoft HealthVault,546835834,2.5,176,Garbage,Jim98122x,https://itunes.apple.com/us/reviews/id42641028,0,0,1,"Just entirely worthless. Lab test results are a jumbled, inaccessible mess. Looking for Labcorp results and what displays is unsorted garbage. Much easier and useful to enter Labcorp's portal and head right to your results. This app is worse than useless, because on top of being useless, it wastes space on your device. Just ditch it.",2017-01-31T21:24:18-07:00
Microsoft HealthVault,546835834,2.5,176,Love it... But 1 problem,judielee,https://itunes.apple.com/us/reviews/id37306988,0,0,5,"I love this app!  Oh so helpful!  

When I click on Tracker>Emotional State>+ the app quits automatically. Please help.",2016-02-17T04:56:39-07:00
Microsoft HealthVault,546835834,2.5,176,Finally Had It,CelestiHel,https://itunes.apple.com/us/reviews/id15283649,0,0,1,I downloaded this app years ago and over half the time I cannot add or edit records. What good is it if I have to write down everything to e yet later on my laptop. I’m just going to use something else.,2017-11-10T17:50:50-07:00
Microsoft HealthVault,546835834,2.5,176,HeathVault,rlbarkley,https://itunes.apple.com/us/reviews/id202749603,0,0,2,"I am disappointed with App because MS started out with a good app for. Recording medical data, but then screwed it up by not adding a appointment calendar that sync with the IOS calendar.  MS you can do better!",2018-02-05T23:30:49-07:00
Microsoft HealthVault,546835834,2.5,176,Update and server disconnect from app,Djabe68,https://itunes.apple.com/us/reviews/id118528574,0,0,1,"So taking away the ability to add records on the iOS app is suppose to be an update ?? I have all my families records and now I have to log into the web site for updates, useless",2017-12-01T06:02:02-07:00
Microsoft HealthVault,546835834,2.5,176,Seems abandoned by MS,Neelp83,https://itunes.apple.com/us/reviews/id125795660,0,0,1,"I used to get labcorp results in this app and now it's not even fetching the results, not to mention app resolution is still not using iPhone 6plus screen size.. really I've never seen such a ignored product by Microsoft",2017-04-08T01:09:30-07:00
Microsoft HealthVault,546835834,2.5,176,This is crap,Sk112122,https://itunes.apple.com/us/reviews/id146303837,0,0,1,I thought I can see my health history here as it appears on the website and I can't see much here. Keeps logging me out. Who ever developed this didn't know what they were doing.,2017-02-15T11:10:03-07:00
Microsoft HealthVault,546835834,2.5,176,It’s a shame for Microsoft to publish such a lousy app,omg.itsjj,https://itunes.apple.com/us/reviews/id100859113,0,0,2,The design is way too outdated and desktop-like. Many functions do not work on a phone.,2018-10-29T22:44:26-07:00
Microsoft HealthVault,546835834,2.5,176,Useless App,Thom_Q,https://itunes.apple.com/us/reviews/id23935198,0,0,1,"Not the same as the online access. If I can't access my lab records and such, this is nothing more than a self entered data tracker. Useless in my opinion. Deleting immediately.",2016-10-26T05:57:50-07:00
Microsoft HealthVault,546835834,2.5,176,iOS 11 problems,lackeye,https://itunes.apple.com/us/reviews/id16039987,0,0,2,Very useful app but no longer can enter data after upgrading to iOS 11,2017-10-10T07:56:05-07:00
Microsoft HealthVault,546835834,2.5,176,Health Apps,G68765646543543243213,https://itunes.apple.com/us/reviews/id13218268,0,0,1,"Why doesn't this pull health or fitness data from the main Apps like Apple Health, Runkeeper, Adidas All Day, etc...

I do not want to have to enter my data in multiple places...",2017-12-24T07:18:46-07:00
Microsoft HealthVault,546835834,2.5,176,Crashes,makykk,https://itunes.apple.com/us/reviews/id109611203,0,0,3,If you try to add emotional state the app crashes,2017-02-04T05:56:53-07:00
Microsoft HealthVault,546835834,2.5,176,Needs a ton of work!!!,ac26151,https://itunes.apple.com/us/reviews/id229180853,0,0,3,"The idea of this app is great however, it needs a tremendous amount of work not just to make it practical but also to actually work. The reason I'm writing is to complain to Microsoft of two issues I just encountered and wanted to report to them so they could resolve these issues but just like all of Microsoft's products there is no way to contact them to complain. I just now tried to add data to my ""emotional state"" under trackers and the app crashed, and I tried to add data within ""heart rate"" under measurements and that too crashed the app. But even if Microsoft resolved these two of many problems there is still the practical issue of this product. I cannot share this data with anybody especially my doctor's office. Yesterday I had an appointment with my cardiologist and I frequently referenced this app for dates of procedures, medications, etc. and he wanted to know what I was referencing and I showed him. He said I had phenomenal records that he wished he could access, but he also noted there was no way to upload my digital X-rays, lab reports, and any other diagnostic reports from his office to my app which I wanted, so instead I have handfuls of CD ROMs that I have to open on my laptop instead of my app. This app just has very little to any practical usefulness other than recording medications, contact info, and lists of encounters and procedures. But all those things I already have within my iPhone's calendar, contacts, and notes!!! But without the ability to share all of this data, with the people who actually need it, I really don’t see this product being very useful. I wish they’d improve on this.",2018-04-03T18:12:15-07:00
Microsoft HealthVault,546835834,2.5,176,Very upset,Leblanc0098,https://itunes.apple.com/us/reviews/id432772546,0,0,1,I was so excited about this app......but it crashes on me every time I'm using it!!!! It could be a great app but it needs a ton of bugs fixed.,2016-09-20T20:02:15-07:00
Microsoft HealthVault,546835834,2.5,176,Mediocre,Tertius,https://itunes.apple.com/us/reviews/id24805697,0,0,2,"There’s little to no benefit over other apps. There is NO security for the app! No Touch-ID, not even a PIN to protect privacy.",2018-01-12T13:13:47-07:00
Microsoft HealthVault,546835834,2.5,176,Does not work under iOS 11.,It is a fake,https://itunes.apple.com/us/reviews/id171617356,0,0,1,I used to be able to add records daily for sleep tracker. And for blood pressure and weight. Cannot add or modify. Only delete records.,2017-10-05T22:18:29-07:00
Microsoft HealthVault,546835834,2.5,176,"Great idea, poorly designed",aztekayke,https://itunes.apple.com/us/reviews/id42487716,0,0,1,"Tge idea is great but looks like it was designed by someone with no common sense. 
Fix it snd i'll give you 7 stars.",2016-09-24T10:03:19-07:00
Microsoft HealthVault,546835834,2.5,176,It's clearly being ignored or abandoned,thatjustin,https://itunes.apple.com/us/reviews/id22315933,0,0,1,... there isn't even a date field for lab results,2016-12-03T14:55:45-07:00
Microsoft HealthVault,546835834,2.5,176,Improvements needed,iamgman,https://itunes.apple.com/us/reviews/id105961208,0,0,2,Company like MS can't even make an app with right measurement units,2016-09-09T17:39:08-07:00
Microsoft HealthVault,546835834,2.5,176,Uncertain,Grampyd343,https://itunes.apple.com/us/reviews/id19241284,0,0,1,I am leary of how MS or anyone else will use or misuse this information,2016-09-03T11:03:58-07:00
Microsoft HealthVault,546835834,2.5,176,No iosHealth kit integration in 2016?,Zach az,https://itunes.apple.com/us/reviews/id37026196,0,0,1,Ridiculous!!!!,2016-10-06T19:17:35-07:00
Microsoft HealthVault,546835834,2.5,176,Can’t Get it to Connect to HealthVault,Cool Cat 62,https://itunes.apple.com/us/reviews/id37585698,0,0,1,I downloaded the latest version of this app this weekend to both my iPhone and iPad.  Neither of them can connect to the HealthVault servers.  Error message is “We could not access your HealthVault account. Please check your Internet connection and try again.”  My internet connection works great and I’ve tried it both on my home WiFi and on my AT&T cellular service (with my WiFi disabled).  Online help for this situation is useless.  I have no problems access my HealthVault account using Safari on my iPad and Mac.  But the app won’t connect.,2016-01-24T12:43:22-07:00
Microsoft HealthVault,546835834,2.5,176,Needs to improve med list,Salocowen,https://itunes.apple.com/us/reviews/id184481880,1,1,3,"The current list is ok, but I have tried many meds that were either ineffective or cause intolerable side effects.  I need to be able to see current meds at a glance and previous meds as a separate list or somehow separate the 2. As it is, it takes too long to look through the whole list to see what I'm currently taking and has potential for looking over one or some.",2015-05-13T05:49:17-07:00
Microsoft HealthVault,546835834,2.5,176,Automatize it !,Josedg92,https://itunes.apple.com/us/reviews/id106245296,0,0,1,"The app is the start of a great idea! I was just thinking that it would be great that you can log everything that happens to your body somewhere... BUT the app makes it tedious because is not very human friendly... If there was a way to make it work with other apps that already log minutes running, where are you eating, how many hours you sleep( sleeping hours should be just recorded pressing a button or with an alarm) it would be great. Right now for the app to work as it was meant to the user would have to spend a lot of time logging info.",2014-06-12T14:49:25-07:00
Microsoft HealthVault,546835834,2.5,176,Good Concept - Fails on all advertised features,RA_OH,https://itunes.apple.com/us/reviews/id121225087,1,1,1,"Would rate a ""0"" if it were an option.  Setup is convoluted and instructions are unclear.  Links to supposedly compatible Apps and other resources simply do not work.  Links drop you at the opening page to Apps, then fail to link after signing in with no clear reason. 
Updates once or twice in the beginning, but then stops without an explanation in logs, so troubleshooting is impossible.
Currently receiving ""Frame Load"" error on start and cannot log in. 
App is completely useless!!",2015-10-04T10:29:27-07:00
Microsoft HealthVault,546835834,2.5,176,Helpful for managing health issues,Rudderfeet,https://itunes.apple.com/us/reviews/id49398134,0,0,4,"If you have ongoing health issues, or if you're just a body geek (you own a fitbit, a networked scale, etc.) HealthVault is a useful way to collect and organize your records.  The mobile app gives you access to most of the info gathered, which makes filling out those annoying but necessary office health history forms a ton easier and more consistent.",2014-01-19T11:10:55-07:00
Microsoft HealthVault,546835834,2.5,176,Long time waiting!,Goldcity,https://itunes.apple.com/us/reviews/id139068694,1,1,5,"I've been waiting for a long time for this app! I use Health Vault on my computer, but have had to use other apps on my iPhone. Had trouble getting started, but now everything is working great. Wish I could edit stuff that I entered in the computer.",2012-09-02T11:59:01-07:00
Microsoft HealthVault,546835834,2.5,176,App works for me,BLRucks,https://itunes.apple.com/us/reviews/id295072729,0,0,5,I have been using this app for six months and it transfers data properly and it currently on a daily basis. I have an iPhone 6 Plus and the information is transferred to an Omron blood pressure unit successfully. You just need to make sure the model of the blood pressure unit will have an IT transfer capability.,2016-01-12T06:58:06-07:00
Microsoft HealthVault,546835834,2.5,176,What’s the Point?  Data doesn’t Synch and Doesn’t Restore,Lodge308,https://itunes.apple.com/us/reviews/id30461459,0,0,1,"While I actually found the app fairly useful for tracking my blood pressure and weight, the data doesn’t synch with the Health Vault website or via the Windows application, even when you sign in with a Microsoft account!  I had to restore my iPhone, and all of my data, nearly a years worth is gone and there isn’t any way to get it back, even though every other app restored just fine.  I upgraded to iOS 8, time to start using that health app...",2014-10-19T07:33:15-07:00
Microsoft HealthVault,546835834,2.5,176,Too much trouble!!,Angee424,https://itunes.apple.com/us/reviews/id119888521,1,1,2,"I have had so much trouble trying to work with this app I honestly don't know why I'm still trying! I guess the potential this app has? It crashes every time I try to enter an immunization & it does not connect to my physician fully. I can see some things, but not most things like new appts, test results, etc. It's seriously running it's course toward being not worth it! I used to have access to My Mercy & NEVER had an issue!",2014-10-25T08:11:02-07:00
Microsoft HealthVault,546835834,2.5,176,Too easy to delete entry,WINNT,https://itunes.apple.com/us/reviews/id172783168,1,1,2,"I've used this for years, and i still accidentally delete my log entry because the cancel button is horribly placed just above the right letters on the keyboard. This can be easily corrected by at least prompting the user to confirm the deletion. Really frustrating after spending ten minutes finger-typing a detailed description of a symptom or ailment. 
Bad UI overall as well, but the cancel is by far the worst.",2015-11-06T01:19:15-07:00
Microsoft HealthVault,546835834,2.5,176,"Finally, I can enter my daily weight!",CodeBlitz,https://itunes.apple.com/us/reviews/id49520130,0,0,5,"I almost wrote my own iphone app to perform these features, but much happer with MS version. They must have been holding out until the Samsung v. iPhone verdict. Since Samsung lost I suspect MS had no choice but to release this app. In either case it is welcome. Better late than never...",2012-08-31T12:02:33-07:00
Microsoft HealthVault,546835834,2.5,176,Needs security for iPhone app,Groovinonasundayafternoon,https://itunes.apple.com/us/reviews/id280166073,4,4,3,"I really like a lot about the app.  But there is no security / password to open the app and data on phone.  If I let someone use my phone, they can access my confidential data easily.  This needs some kind of password control to review data contained in vault.  Fix this soon or you have lost me and my friends!",2013-02-12T21:33:19-07:00
Microsoft HealthVault,546835834,2.5,176,Love having our information handy at the doctor's office!,coolnwdad,https://itunes.apple.com/us/reviews/id134432847,1,1,5,"Caches data locally so it works even when I don't have a signal; makes filling out the ""clipboard"" way easier at my doctor and the kids' pediatrician. Like the new charts and trackers too.",2013-02-05T23:38:53-07:00
Microsoft HealthVault,546835834,2.5,176,Easy mobile access to healthvault,bEEarCUB,https://itunes.apple.com/us/reviews/id105992267,0,0,4,"Just doing an updated review. Facebook login is broken, but I was able to create an OpenID and login through that on the app. Anyway, once logged in the app seems to work well. I'll probably use it more than the actual website.",2012-09-25T08:35:43-07:00
Microsoft HealthVault,546835834,2.5,176,The start of something great,NathanBLawrence,https://itunes.apple.com/us/reviews/id179341228,1,1,4,"It's not fully there yet -- in fact, it's extreme difficult to navigate -- but it's finally a reasonable, multi-platform solution to the integration of all your health data. Now if only they would work on the UI and get more third parties involved!",2014-12-25T22:10:39-07:00
Microsoft HealthVault,546835834,2.5,176,Poor design,Skip113,https://itunes.apple.com/us/reviews/id3963305,2,3,1,"While the app says it works with iPad, it really just works well for iPhone.  For something claiming to be updated July 9th, one would have thought it would also have updated to work with a pad. The app graphics are just plain bad, it does not rotate for pads, and it just looks like 2 children put it together.. Come on MS get ur crap together and get kicking an screaming into the real world.. Apple is here to stay, as are pads.. All pads.. Get with the program..",2013-07-21T06:39:48-07:00
Microsoft HealthVault,546835834,2.5,176,Microsoft Health Vault,Bubba 4,https://itunes.apple.com/us/reviews/id183095222,0,0,4,I loved this app. & kept my family health records on it. My phone quit working but I had backed up my phone. I had 15 years of records stored on it only to find out this app only stores to your device. It does not back up to ICloud . This is a major flaw.,2014-03-03T14:52:20-07:00
Microsoft HealthVault,546835834,2.5,176,Great Apps,Sokeada Khiev,https://itunes.apple.com/us/reviews/id258415455,1,1,5,"I've been looking forward for this kind of app, I just found this today after I found on my Nokia Lumia. Please make it support iPad as well and please optimize for iPhone 6 & iPhone 6 Plus. Thanks.",2015-06-12T03:31:09-07:00
Microsoft HealthVault,546835834,2.5,176,Useful app!,tmacduff,https://itunes.apple.com/us/reviews/id178635445,0,0,5,Great to have all my health info on hand.  And to be able to use so many HealthVault apps to work with the data. Check out the Emergency Prep feature on the website. Very useful.,2013-07-09T09:32:17-07:00
Microsoft HealthVault,546835834,2.5,176,Needs update!,Unbreakable379,https://itunes.apple.com/us/reviews/id43973859,1,1,2,"I love the concept of having my medical information in one place but what's the use of the app if it can't access everything that's on the web page? None of my medical tests are accessible via the app, I have to log in to the web page. I hope Microsoft invests in this app a little more.",2015-04-29T04:01:23-07:00
Microsoft HealthVault,546835834,2.5,176,App has stopped working since Apples update to 8.02 IOS.,LG,https://itunes.apple.com/us/reviews/id101514173,0,0,2,"App has stopped working since Apples update to 8.02 IOS. 
It still works fine on my iPad with the upgrade, but it does not work in the iPhone's 5s. & 6. It opens the freezes up trying to connect to HealtVault. I'm disappointed that I have wasted a lot of time on it. 
Hope somebody fixes it.",2014-09-29T04:00:40-07:00
Microsoft HealthVault,546835834,2.5,176,What a great app,Djk2768,https://itunes.apple.com/us/reviews/id198892123,2,2,5,My whole family's history is here even the pets. I will never have to ask the doctors for my family's shot records again!!!,2012-08-17T11:56:45-07:00
Microsoft HealthVault,546835834,2.5,176,Great but missing 1 thing,CamphoraGloria,https://itunes.apple.com/us/reviews/id28665674,0,0,3,"The app is really useful - would give it 5 stars if I could access labs.  Am trying to track a situation where labs are crucial - much more important to access on the fly than procedures, medical history, and the like.  Do you plan to add them soon?  Thanks!",2013-06-28T01:10:04-07:00
Microsoft HealthVault,546835834,2.5,176,Helpful but buggy,Conor David Neu,https://itunes.apple.com/us/reviews/id31948933,0,0,3,"Super helpful app for keeping track of everything health wise, but there are a lot of bugs causing it to crash. If I try to add a medication event, it crashed when I try to type the medication. Frustrating.",2014-11-14T22:59:39-07:00
Microsoft HealthVault,546835834,2.5,176,I love the app but something is missing,juan_carlos0733,https://itunes.apple.com/us/reviews/id85772725,0,0,3,"I think this is a great app, I use it to track my glucose levels and other numbers, but I think it should e password protected so that when someone borrows my phone or I misplace it they cannot see my information.",2012-09-06T06:31:49-07:00
Microsoft HealthVault,546835834,2.5,176,Good,Epperfect Family,https://itunes.apple.com/us/reviews/id33606509,1,1,4,Was glad to see this show up in the app store. It seemed to have some difficulty signing in to my established account for the first time but the third try worked. After that...golden.,2012-08-29T13:25:22-07:00
Microsoft HealthVault,546835834,2.5,176,WORTHLESS.,SailorTommie,https://itunes.apple.com/us/reviews/id210852774,0,0,1,"A blank slate. You must input everything manually. No ongoing health information gets entered. I get reports of lab results sent by email, and click the link for the website. On the way it asks if I want to use the app. If I say no, I get to the website and see the results. If I say yes, it opens the app, and it just shows there was an ""encounter"", but no results are displayed. So what's the point?",2014-03-15T07:31:11-07:00
Microsoft HealthVault,546835834,2.5,176,Frustrating!,soccer fan 14,https://itunes.apple.com/us/reviews/id106807471,0,0,2,"I spent two days inputting all my medical information and history. Last night I could access my information on my iPhone and it didn't sync with the computer. Such great potential, but not if you can't access it. Please fix! Thank you.",2016-01-23T19:59:40-07:00
Microsoft HealthVault,546835834,2.5,176,Needs some updates,xxzab,https://itunes.apple.com/us/reviews/id12477680,0,0,3,"Editing some info needs some work, I tried to edit my profile and told me to edit from where it was created. Would be nice to update this for iOS 8 and the new health app so they can share.",2014-09-17T14:54:11-07:00
Microsoft HealthVault,546835834,2.5,176,Needs improvement,AppleGeniusX,https://itunes.apple.com/us/reviews/id202546071,0,0,3,"It only allows you to edit certain information, others you have to go to the website. The app could have a nicer GUI - I like eye candy. There also should be an iPad version.",2012-12-17T13:48:55-07:00
Microsoft HealthVault,546835834,2.5,176,Does not store your info locally to the iOS Device,Mustang-Boy,https://itunes.apple.com/us/reviews/id43459990,0,0,2,"I need something that will store my Rx and Medical history on my iPhone. I've tried these types before and if you are at a Dr office and can't get a 4G/Wi-Fi data connection; you cannot retrieve your data.

Many Dr offices/hospitals are dead zones for data connectivity.",2013-07-05T08:19:21-07:00
Microsoft HealthVault,546835834,2.5,176,Useless,komashu,https://itunes.apple.com/us/reviews/id25240145,0,0,1,I only started using this because I could get my labcorp test results through it. But I only get a couple of the useless ones. Maybe there's a way to see it via the app but then that goes to the UI issues of not being intuitive. Online via the web I found it easy enough.,2014-10-18T19:58:33-07:00
Microsoft HealthVault,546835834,2.5,176,By far the worst app I have ever used!,Mark Jimenez,https://itunes.apple.com/us/reviews/id129034615,0,0,1,"""0 STARS!!!"" This app is extremely buggy. If you are lucky enough to get to the login screen without the app crashing several times; the app will freeze during the account verification. You're better off visiting HealthVault in your safari mobile browser.",2014-10-01T19:18:06-07:00
Microsoft HealthVault,546835834,2.5,176,Doesn't show everything!!!,Weizzer1989,https://itunes.apple.com/us/reviews/id412458072,2,2,1,"I wanted to use this all to connect with labcorp, and it does just that! Once I went into the app to see my lab results...not one like would take me to it! It doesn't full show all the features of the website like it said it would!! Get it together!! Please!",2015-03-10T00:50:09-07:00
Microsoft HealthVault,546835834,2.5,176,Doesn't add all info from website,Sithlordv,https://itunes.apple.com/us/reviews/id110253735,0,0,4,I have a whatsmym3 app and info on the health vault main site that never syncs up. Other than that a great app,2013-03-21T02:52:04-07:00
Microsoft HealthVault,546835834,2.5,176,Doesn't work and still not updated for iPhone 6,minnefornians,https://itunes.apple.com/us/reviews/id208107216,0,0,1,"I can forgive the resolution for a while but not anymore. And even if I could get past that, I finally come back to this app to load my new kids info into it and it can't connect at all. Just poor all around.",2016-01-26T18:35:42-07:00
Microsoft HealthVault,546835834,2.5,176,Worthless for blood test results,AzCamGuy,https://itunes.apple.com/us/reviews/id17691921,0,0,1,"If you are like me and only use Microsoft Healthvault because Labcorp forces you to, forget it.  The Labcorp results are not shown in the app.  I'd rather keep my personal info personal, and out of Microsofts hands anyway, but Labcorp only let's you get the info from the web version of Healthvault...",2014-05-04T14:21:19-07:00
Microsoft HealthVault,546835834,2.5,176,Don't Waste your time,Row rookie,https://itunes.apple.com/us/reviews/id373118289,0,0,1,"I have a HV account & a MSN email account. Use the MSN to sign in, same thing I do on my computer, the iPhone account won't sync. Even if you can get it to sync there's no way other than manually entering all information.  It doesn't communicate with other fitness apps.",2014-09-30T18:02:03-07:00
Microsoft HealthVault,546835834,2.5,176,Doesn't work on iPhone 6,phx_joe,https://itunes.apple.com/us/reviews/id129242380,0,0,1,Tried removing the app and reinstalling it.  Crashes every time but sometimes I can get further into the logon session than other times.  Don't even bother installing until an update is created which I don't think ever will be.,2014-09-26T16:04:04-07:00
Microsoft HealthVault,546835834,2.5,176,Great update,Don Burnett,https://itunes.apple.com/us/reviews/id41473967,0,0,5,Easier to enter complex details on website,2013-03-20T10:59:01-07:00
Microsoft HealthVault,546835834,2.5,176,Doesn't work since update,njgirl08830,https://itunes.apple.com/us/reviews/id102368265,0,0,1,This app used to work perfectly. Since the recent update last week just keeps saying... Can't connect. Please check your internet connection. It wasn't broke. Don't know why they tried to fix it. ðŸ˜ž,2016-01-26T13:29:38-07:00
Microsoft HealthVault,546835834,2.5,176,Crashes on startup on iPhone 6,Ljrdn3,https://itunes.apple.com/us/reviews/id413752006,0,0,1,"Previous reviewer was right: it crashes when trying to authorize the app against the account. Wasn't even able to start it once.

Microsoft, when is the next update? It's been almost a year!",2014-09-24T19:17:09-07:00
Microsoft HealthVault,546835834,2.5,176,Broken,Scriber13,https://itunes.apple.com/us/reviews/id47692314,0,0,3,"I love the app and have it on all my devices. However, ever since iOS 8, the app won't load. I hope it syncs to HealthKit once it is working again.",2014-10-06T16:29:46-07:00
