name,id,title,author_name,author_uri,voteSum,voteCount,rating,text,date
23andMe,,I married my cousin!!!!!!!,Marty and Patti,,,91,4.0,"Found out my husband of 35 years is my sixth cousin, eeew!!!!!! No lie! Now I spend my days trying to figure out the link. We bought two of these and he did it as well. He found out he is a descendant of Lewis, as in Lewis and Clark! He met a cool cousin he never knew he had (other than me, lol).

The traits were a bit off. I love cilantro for example and it suggested I wouldn't. Little things.

It asks you a bunch of questions before you get your report, like hair color, eye color, health history, weight, age, etc., then you get a report that says you likely have red hair,......no duh 🙄",2018-06-20 00:00:00
23andMe,,Too Slow and Untrustworthy,KPOB-TV,,,172,1.0,"I purchased this as a Christmas gift for my father, but as I type this eight weeks later I wish I hadn't. I was as excited to give the gift as he was to receive it. However as I stated, EIGHT weeks later, and still absolutely nothing has been reported. We dropped the kit in the mail on Christmas day, but even from Phoenix, AZ it still took apparently a week and a half to reach the lab. That was the last completed update. Today is February 17th and I feel like I was sold a $100 box. This has been a complete rip off, and I highly advise anyone considering 23 and Me as a gift or for themselves, to go with another company. As it stands, I was sold a $100 box with a plastic lab tube. I would say they are far too slow and at this point not trustworthy.",2018-02-17 00:00:00
23andMe,,God help you if you have to contact customer service.,S. Holmes,,,261,1.0,"One star, not because of the product, as I've not been able to fully use the service I cannot comment on it. The one star is single handly because of customer service. God help you if you need to contact them. First I was struggling to get the kit registered, the site was saying the barcode was unknown. I email customer service to help seek out the possible issue. Which I was told that I needed to register the kit, and was sent a link to the registration page. Clearly, this does not solve the problem. I was eventually able to get it registered, or so I thought. Before mailing the kit back, I wrote down the barcode just in case there were more problems. Few weeks pass, and I'm curious as to what the status is of the sample. I log on to the 23andme website, I'm greeted with a page that says I've not set up a profile and wants to know if I want to buy a kit. I tried registering the kit again just to be told that the barcode is already registered. Once again emailed customer support, explaining the problem, I was given a few possible explanations about how it might have happened, but once again I was told to go to the registration page and register my kit. Not sure how one is supposed to do that, given I clearly stated in the email that it said it was already registered. Maybe the DNA service itself is actually good, but if you have to contact CS, don't except anything other then a copy/paste message.",2018-01-12 00:00:00
23andMe,,SLOW - 2 Months Later And Still No Results!!,JewelsOK,,,123,1.0,"I'd like to say this is a great test, but it's been two month now and still haven't received my results. It's been sitting at ""DNA Extraction"" for almost 8 weeks now! Ancestry and Family Tree DNA are much quicker!!",2018-01-26 00:00:00
23andMe,,the results are AWESOME and he loves it,R. Eugene,,,670,5.0,"I bought this for my husband.. the results are AWESOME and he loves it. However, I am apparently married to a Neanderthal.",2016-11-08 00:00:00
23andMe,,I purchased a kit for a friend as a gift ...,Paul,,,66,1.0,"I purchased a kit for a friend as a gift. When my friend tried to register the kit, it kept saying ""invalid barcode"". After arguing with 23andme, they refused to replace the kit and kept saying it was already refunded (for a different amount than I paid and to a credit card with last 4 digits that I did not have). Nevertheless, 23andMe refuses to replace the kit and Amazon sold me a used kit.",2018-03-03 00:00:00
23andMe,,Waste of money!! Probably only works for people with european ancestry. They should say this on the box.,Mo,,,81,1.0,"1. It did not detect beta thalassemia genes in my DNA. I have been diagnosed with beta thalassemia by my doctors. This was the primary reason I bought the test. Mostly people of Italian, Greek, Middle Eastern, Southern Asian, and African ancestry have BT but the test by 23andme is only relevant for ""Cypriot, Greek, Italian, and Sardinian"" people.

2. The ancestry information was useless. It said 99.6% ""broadly"" south asian with no breakdown whatsoever. I can tell that I am south asian by looking in the mirror. South Asia is a huge region with a population of more than 1.8 billion people.

To sum it all up this test is a waste of time and money. Especially if you are asian.",2018-01-26 00:00:00
23andMe,,Beware of questionable response reliability,Ronald W. Wolfe,,,65,1.0,"For $150 i received a kit. Sent in a sample 12/12/17. By 3/6/18- no notice of status, no reports. No response to request for status. ""hate"" seems a little strong as an assessment. Lets say I resent being played.",2018-03-06 00:00:00
23andMe,,Coolest thing EVER!,Jess,,,1088,5.0,"Buying this test was the best money I have ever spent in my entire life. The knowledge they give you is incredible. I wish everyone had a chance to know and understand their DNA. I wish 23andme was given automatically to all newborns. I just ordered kits for 3 family members.

23andme is not just ancestry, you get so much more. Here's a few things I got out of it...
1) I learned about my ancestry and how I am 24% Lithuanian, which was spot on as my grandma was born there.
2) I have at least 1000 cousins (3rd, 4th and 5th cousins.)
3) I can see a map of where my relatives are located and can be contacted/contact them if they also opted in for communication.
4) I learned I do not carry the breast cancer genes (thank god!)
5) I learned I do carry a mutation that lowers cholesterol and helps guard against heart disease (looked that gene up after seeing it in the news.)
6) Anytime I see any study in the news about genetics and how they found this gene associated with this disease etc, I can log in to 23andme, pull up my data and see if I carry that mutation or not. So geeky, but soooo cool.
7) I learned I have the mthfr mutation and was able to read more about what this means so I can make better choices regarding which types of folate I consume.
8) I learned I have a double mutation that effects b12 processing which could explain why I have always been low in b12. I will now ensure I get more b12 and monitor my levels with my doctor for the rest of my life.
9) I gained a new outlook on people. I think it's so incredibly that we are all essentially ""written in code."" It's this code that defines our health, how we look and to an extent, even how we act.",2015-01-01 00:00:00
23andMe,,Not Accurate!,Llalla,,,196,1.0,"23&Me provides you with your ""raw data"" of your genetic SNP's. The raw data they provided me showed that I had the BRCA2 Gene mutation. I was stressed about it for months. I recently went to a genetics counsler and had a blood test to confirm. And I Do NOT have the BRCA2 Gene mutation! It was a false positive from 23&Me. The genetics counseler stated they see a 40% false positive of BRCA2 for the people that come in to have their 23&Me results confirmed. Cost me a lot of money and stress. Wish I never would have taken the 23&Me test!",2018-07-14 00:00:00
23andMe,,Zzzzzzzz,Sonny,,,40,1.0,Still waiting after 5 mts,2018-08-20 00:00:00
23andMe,,Industry Leader for Health related Home DNA kits,T Stanley,,,47,5.0,"I bought this with Prime and it took exactly 2 weeks from the moment I clicked ""buy"" until my reports were published. I may be one of the lucky ones but I think it is because I bought the kit April 20 2018 - so it wasn't during any holiday rush periods. From reviews, I would hesitate buying this around Christmas time if you aren't patient - they seem to get slammed and delays seem normal.
This and Ancestry.com seems to be the top 2 kits in most comparison reviews. Ancestry for heritage related results due to larger database & this for health related results. I chose this one because of the health related results and because Ancestry requires extra costs to integrate DNA results into their extensive database. Ancestry does not offer health related results to my knowledge but I think you can export the data into 3rd party tools to get those results.
One note of warning - there are kits on ebay that are a bit cheaper but most of those do not include the lab work - and I've not seen any that were cheaper than buying the kit with lab on Amazon. Read the fine print if you look on ebay.
2nd note of warning - I wouldn't do this at all if you are concerned about your DNA being hacked and shared. There are reports on Internet that FBI is searching these databases for criminals - and if you believe the government is able to secure secrets the way x-files portrays, then maybe it's safe forever. Personally, I can't think of any realistic consequence to my DNA being shared that outweighs the benefit of knowing my DNA. If I get tied up in a lab so they can harvest my stem cells because I'm the beginning of an x-men mutation, I guess I'll have plenty of time to think about my decision.
The kit itself is very simple. Once you receive the kit (2 days with prime) and before you collect specimen (saliva), you open an account with 23andMe and enter the code off the vial in the kit. You will make some decisions about the process at that point - such as if you want your data used for research and if they can keep your dna samples for future use, etc. Once that is done, you will need to clean your mouth very well and not eat/drink for an hour or so before spitting into the vial. I cleaned my mouth very well before going to bed, drank a big glass of water when I woke (so I could spit easily), and waited an hour and filled the vial. Spit until clear saliva is just above the indicated line - the bubbles will all be floating above that line. It doesn't take much and you don't want to overfill it by much or you may not have enough stabilizer for the amount of saliva. The vial initially has a funnel on the top that you close the lid and it will release the stabilizer into the vial. Once you have stabilizer in saliva, remove the funnel and replace it with the round cap. Shake it well and put the sealed vial into the included baggie. Box it back into the original box which is addressed and has prepaid postage - ship it off. I had mine back in the mail on the 3rd day after ordering.
I used the iphone app at this point. The app tracks progress of each step. It didn't show the post office received the package, but in 2 days or so the status jumped to the vial being received and being pre-checked. Each step seemed to complete about 2 - 3 days apart until the reports became available.
Be sure to switch to a computer at some point. It either has more options, or they are easier to find there - especially where contacting others is concerned.
I am no DNA expert, but the results are interesting to read over. It found my niece who took the test successfully and correctly identified her in my lineage. She had shared her ancestry results so people could find her. Contacting matches is easy with the messenger in the online tool.
I think the results I've seen are pretty accurate - some of the expected traits are off - it seems to do better with hair, eye color and skin tone than things like attached/detached earlobes and which finger is longer. Since some of those are wrong, I'm not sure there is much more value in that than going to an old gypsy woman looking into a glass ball but it's entertaining to see the predictions.
Recognize you can export the raw data into other tools - Prometheus seems to be most popular - to have reports run to interpret the data. 23andMe seems to keep things at a level that is more manageable. I only exported to Prometheus which is about $5 to $10 usually, but free for this week. If you really get into this stuff, I think it's worthwhile to see those results, but Prometheus gets a little confusing because you can have one result reducing your risk for something by some multiplier and another increasing your risk for it. Do they cancel out? 23andme tends to just tell you increased or decreased risk.
Where I think this is weak - is for determining Native American ancestry. If that is your goal, you may want to research DNA accuracy for that before spending your money. My research shows that getting matches on that must be fairly close to the ancestors - mine showed none in my lineage. My grandmother always said she was part Indian and she looked the part so I tend to believe her. It wasn't until I found no matches that I started researching why - and it sounds like it is common for that to be missed by most DNA ancestry kits.
My overall thoughts - I question the accuracy of some risks indicated - I just don't think we are really there yet. I personally think one can only say labs see this sort of trend when this strand is found. Prometheus shows relationships for genes and medicines that may not metabolize properly for me. I am capturing that to discuss with my doctor - just in case. The ancestry part does work reliably to find relatives and seems to be fairly accurate to place them where they branch off from your family tree.",2018-05-05 00:00:00
23andMe,,I am so disappointed! I was really looking forward to finding out ...,Jamifrakes,,,36,1.0,I am so disappointed! I was really looking forward to finding out more about my heritage and more information about my health and after two failed attempts they told me I could not submit another sample and that was that! This company I am sure works great for some people but it was a total wash and waste of time for me.,2018-06-13 00:00:00
23andMe,,Things went great for my family members for whom the test worked,James Clark,,,35,1.0,"Things went great for my family members for whom the test worked. In my case, the extraction step of the test failed twice. The only option at that point is to request a refund.

Customer support in the refund process is flippant and rude at best. I don't expect to actually get my money back. This is, without question, the worst customer service experience I have ever had. I've had multiple help tickets asking for status updates get marked closed without acknowledgement. Phone support generally ""can't hear you right now"" when I ask questions about the refund. Then I get parked on hold, and then disconnected.",2018-05-02 00:00:00
23andMe,,"I am very disappointed, I just orders a kit from ancestry",steven josephs,,,47,1.0,"I ordered a kit from ancestry for my daughter and one for me from 23and me , we sent the samples the same day on December 28, my daughter got her results February 3, I just now received an email (6 weeks later) saying that my sample didn’t have enough dna to conduct the testing . The email says they will send a new kit , I am very disappointed, I just orders a kit from ancestry , and will not recommend 23and me .",2018-02-26 00:00:00
23andMe,,Don't waste your money. There are other tests that are more accurate,Xeon,,,25,1.0,"This is what I see when I open for the results:

Configure your reports
We need a bit more information from you, including your ethnicity and sex, to customize the interpretation of your genetic results.
I asked the person on the phone; ""You're asking me for info that I paid for the DNA test to do?""

I called and tried to tell them they must have gotten the test mixed up with someone else's DNA because I knew without a doubt the results were wrong. They argued with me that, that wasn't possible.
They didn't seem to understand what I was trying to tell them. I mainly did it for the health and medical markers, just curious. Their findings were that I didn't have DNA markers for certain health issues yet I have every single medical condition they said I didn't have the marker for. And, some of those are hereditary (DNA hereditary). My mother, father, siblings, and other family members have these issues as well. I didn't need a DNA test to tell me that I didn't have the marker I already knew I had?
Long story short. Don't bother. There are other tests that are more accurate",2018-09-18 00:00:00
23andMe,,Fraud,HayleeCrecco,,,31,1.0,Purchased with stolen card and therefore product won't work. Furious!,2018-05-30 00:00:00
23andMe,,The kit I bought does not include Health test as advertised.,Amazon Customer,,,84,1.0,"The kit I've purchased states that it is ""23andMe DNA Test - Health + Ancestry Personal Genetic Service"". But on attempt to registered this kit on their website, I was notified that Health report is not included into this kit.
Too bad - I bought it on sale yesterday (50% off), bit it vent that I've paid the actual price of simple Ancestry test (not with Health).",2017-11-26 00:00:00
23andMe,,DO NOT BUY FROM THIS SELLER,greg patsos,,,29,1.0,THIS KIT USED USED TO BUY WITH A STOLEN CREDIT CARD! I TRIED TO REGISTER MY KIT AND IT WASN'T WORKING.,2018-04-03 00:00:00
23andMe,,Disappointments,Shiro,,,37,2.0,"Be prepared to wait 3-4 months for them to do everything and make your report that is filled with lots of fluff and biology 101 information on how DNA works in every report. Also, in my report I had 0.0% varrent for East Indian or any Indian. My great grandfather was Indian and my family has kept very good records of our family history. I find that odd that didn’t pop up at all. Over all the health information is very limited and didn’t give me any insite on anything at all. Ancestry also didn’t have much to offer. I’ll update this review as time passes and I have different people view my reports. I’m just glad I did not pay $200 for this.",2018-01-04 00:00:00
23andMe,,or this was the biggest wasted gift of the year,Darren,,,28,1.0,"Purchased this for a friend. I'm out the money and she didn't get any results. Apparently they are sending another test kit out so she can try again. Hopefully that one works, or this was the biggest wasted gift of the year.",2018-02-03 00:00:00
23andMe,,Worst product ever,WEI GUO,,,22,1.0,"Worst product ever!!!

I bought this kit last Nov during Thanks Giving. It took them 2 months before failing to extract DNA from my saliva. Then there was a second try. I carefully followed the instructions. They spent another 2 months and failed again!!!

After all, they offered a refund, but deducting shipping and handling fee! Totally wasted time and money!!! I bought unsatisfaying goods before, but never like this one. Won’t recommend this product to anyone!",2018-04-13 00:00:00
23andMe,,Use this before applying for colleges,X,,,19,4.0,"Expensive, but I wish I knew I was 70% Native American when I applied to colleges.",2018-11-22 00:00:00
23andMe,,Pretty unimpressed. Shocking,Daquarii J. Rock,,,19,1.0,"Pretty unimpressed. Shocking, I have European heritage. The results were completely contrary to the obvious Results report unlikely to have curly or hair (I have both) or freckles (totally wrong); likely to be thin; likely to have green eyes (they asked my eye color and I reported GREEN). NOTHING exciting or interesting. No results except that my eyes will get worse with age. Don't waste your money unless you have NO idea where you're from.",2018-04-16 00:00:00
