name,id,userRatingCount,avgUserRating,title,author,authorId,rating,date,voteSum,voteCount,content
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Sarah Sara,109700407886972053700,2,2017-02-03 02:17:51,,,I can not seem to get it to allow me to zoom out and I can not use it otherwise.
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Emerson Wallace,106893617019693074293,1,2017-03-26 03:17:54,,,A company this big should be able to afford a decent app....
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Ed Cwalinski,108873127650357690401,1,2017-04-04 10:59:28,,,Can't sign in worked before update
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,"Terrible, can't log in",Zach Gates,116738977365909903183,1,2017-01-12 04:34:10,,,"First it told me my username wasn't recognized, then when I tried to make a new account it said my username was already taken. Truly useless. Literally can't log in as a result."
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,UPMC Healthcare Web Site,Rick Osniak,103662039687316423031,4,2017-01-16 17:57:04,,,"Had some problems logging in at first. Once my insurance kicked in , I have no problem logging in!"
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,Doesn't work,Heather Miller,103862635571522703676,1,2016-12-19 02:08:22,,,Can't get past security questions.  Tells me I have an existing account but won't let me retrieve my user name.
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,A Google user,117134651779191885922,2,2016-11-29 17:42:44,,,I can't even get past the security questions it won't accept my answers so I can't log in to even know if I like this app
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,Doesn't work!,Nevena B,107831540981690465429,1,2016-11-01 17:17:00,,,Can't log in.. tells me I need to create new account and when I try it tells me there's already an existing account and there's no way around this!? user name and password recovery links don't work at all! Been trying to log in for awhile now.. extremely frustrating! I used to love this app n just with a pin I had all that info but since the recent update I've apparently been booted..
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,George Scott Hollingsworth,102030739788516072000,1,2016-07-16 12:37:49,,,Too many permissions and not enough benefit. I am directed to go online for what I need. I do not need another address book/contact/mapping app. Trying to do too many things and doing them poorly.
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,UPMC app,Ed Rogosky,101253771098193174149,5,2016-08-30 17:06:00,,,Excellent app
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,PLEASE REBUILD THIS APP!,John Kern,117861788017827967846,2,2016-03-06 20:49:42,,,This app has no way of viewing or paying your balance.  That's the only reason I tried it.  But it defeats the purpose of having to login into their website each time you want more complete details.   The one thing I do like about it is you can easily search for a doctor or specialist within the UPMC database.  That's the only reason I give 1 extra star and will keep it on my phone.   PLEASE REBUILD THIS APP!
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,JUSTIN REITTER,100817911035498273184,1,2016-01-06 16:21:04,,,"DON'T WORK WITH ALL UPMC PLANS.... Don't understand why you couldn't just be able to enter your member ID for ne plan you have, or at least have other apps for the other UPMC plans. I Mean UPMC is a CONGLOMERATE THAT BASICLY TAKES OVER PITTSBURGH. You would figure they would have a Giant tech firm all their own In house to do all their apps and Web sites. GOOD LORD GIVE ME A CEO JOB AND PUT ME IN CHARGE OF ALL TECH FOR UPMC. I'll hire top performing people and turn it around and make it all amazing."
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,Won't accept my username & password,Laura Smith,113903137200200020389,1,2016-03-29 01:50:24,,,I have the information correct because I wrote it down when I signed up. I don't understand the problem.  Please help.
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,Registration screen issue,Staxy Morrison,101049588869912211970,2,2016-02-24 14:06:28,,,"Confirm identity screen does not have question text, only instructions and fields. Cannot register. LG G3 phone."
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,A Google user,117365445926287399932,2,2018-01-24 16:36:08,,,"I am registered for my upmc and can not log in with my account, therefore uninstall till its fixed."
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,Can't get lab results,Frank Boyd,109599592165638610306,2,2016-04-24 14:00:18,,,Would like to see lab results not just the date tests were completed.
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,Awesome App,Joshua Overly,118030759386531673581,4,2015-10-03 23:09:04,,,"Love this app simple and convenient with access to my records,visits,drs,etc. Would have given 5 stars but I'm having trouble not being able to log in and this has happened before not sure if it's an update or something else."
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Jennifer McGee,104109077344753216140,1,2015-12-07 15:55:17,,,Doesn't work  Won't let me sign in and I am a member of UPMC. I keep getting an error code and I even contacted UPMC and they can log in just fine... I uninstalled and reinstalled 3 times and I keep getting the same error
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Craig Knox,118231611672183898004,5,2015-08-22 17:36:45,,,"Super simple and elegant to use.  I can get my information really quickly (much better than the web site).  The ability to chat with customer service is hidden under contact us, but a great feature!   Seeing claims, Rx info, finidng a doctor, etc. is really easy with the app.  I can one touch to call my doctor or customer service, and the ability for the app to locate services with gps makes it even easier."
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,Not very useful,Eric Kramer,113463539660914715040,2,2015-08-29 00:51:17,,,There is very little this app does to  help those interested in tracking the MyHealth Online progress.
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,Great work!,Oleh Semenovich,117042209521874460730,5,2015-05-19 16:56:29,,,It's a nice app! Very useful.
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Terry Byers,110225009621922189198,3,2015-03-04 17:39:31,,,UPMC App
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Pam Schmitt-Weston,111078030908285509824,2,2016-08-04 19:41:27,,,"Used to work for me but now it doesn't recognise my member id, my username, it is like it all of a sudden suffered a memory loss. Placed a ticket but it doesn't seem as if it is able to be corrected. Shame too my coworkers seem to be having the same issue. Did someone break it? Even my pin number doesn't work. I called member services and the online site shows the same information that the app refuses to take."
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,Doesntn work,scott mellon,103857186673601868077,1,2015-01-20 23:00:14,,,Hasn't worked since I downloaded it. Might just give up..... do I REALLY needy personal info on my phone anyway?
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Nicole Coddington,113571958408004277372,2,2015-01-04 21:10:13,,,Could be great if I could see my card info more then a flash. Does not always work. Pointless if it does not work when you need it too such as a doctor office!  Also would be great of I can see my FSA info and I am the suscriber. Would be wonderful if I can view my childs card information. Just a disappointment.
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,M. Davis,108106354119143055207,1,2014-10-28 03:37:01,,,Everytime I open the app it says I need to download latest version. But there is NO update available. WTH!!
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Brendan Burger,101459587085274921769,1,2014-10-25 13:39:21,,,App won't down load updated version and will not open.
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Sharon R. Miller,106847922419008303136,1,2014-10-27 13:42:48,,,App won't open
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,Limited Access,William Latinette,112988296469270089360,2,2014-08-17 18:44:57,,,No access for 'UPMC for You'... I guess poor people aren't worth including?
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,mrskaneck1,peggy kaneck,111248790425479655303,2,2014-08-24 18:27:46,,,So far app is ok but we haven't done anything
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,John Mattiello,106018596330625912673,1,2018-09-26 19:23:40,,,Waste of download never got past create account
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Joshua Smith,107768984972143697876,1,2018-09-13 01:00:49,,,I was able to login once did my health questionnaire and went back to it now it tells me request was aborted by timeout and won't let me login through the app or the website on my browser? How am I supposed to use my benefits?
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Sabbat7001,109225955698179968406,2,2018-08-26 07:58:45,,,Never got to use it. Every time I tried to register I got a message saying an unexpected error had occurred.
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,A Google user,101452700881863593992,1,2018-08-20 19:14:09,,,"Doesn't work,or load might be interesting if it functioned at all"
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Mary Avon Chapman,104277388635519381023,1,2018-01-05 01:55:55,,,I've been trying to sign up since i downloaded it an it keeps telling unexpected error has occurred please try again later ive been getting this message for the past 4 days i uninstallled it an reinstalled an nothing PLEASE fix
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Peyton Zankel,104320402395132374808,1,2017-07-20 23:47:26,,,Can't even login
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,A Google user,110590429272342081710,1,2017-04-28 02:38:32,,,"Absolutely abysmal. This app simply does not function at all. You open the app and are presented with a login screen, you then put your username and password in and click login, and you get an eternal spinning loading symbol. It never moves from that loading screen. I waited 5 mins and gave up. Total waste. DO NOT DOWNLOAD."
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Dasha Barnhart,116479430835048159792,1,2017-04-06 22:05:17,,,App won't work at all
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Mike Early,100601690514811294609,1,2017-01-26 20:10:22,,,I cant log in. Tried every username and password I knew. Then tried member ID number and couldn't get anywhere that way either. No good.
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,Wont login,Terry Tumulty,116638870540616010470,1,2016-12-10 01:13:26,,,"Tells me my logins bad, i log in web version just fine"
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,Note 7 Doesnt work at all,CELLDEMON,102609245296474479378,1,2016-09-23 16:05:21,,,"Used to work on my Note 5, now everything is oversized jumbo lettering and cant do anything.  For all the money UPMC makes, this should be the best app on the market."
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,Your app is not working right please fix,R C,100789411692381973442,1,2016-08-01 18:13:10,,,I don't know what is wrong with this app but when I go to open it it's really huge it needs to be broken down or something to fit my phone
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,,Stephen Cowher,115956604765165677507,1,2016-06-17 11:32:39,,,"The screen, for whatever reason, is zoomed in tenfold by default, and is apparently stuck there.  (The words ""Log in"" take up two lines.)"
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,Garbage!,Rachael Magerl,107690341980872996596,1,2016-02-27 16:35:15,,,"Wouldn't let me sign in! Kept saying my info was wrong, but when I sign in on a computer everything is correct!"
UPMC Health Plan,com.upmc.healthplan,199,2.6180903911591,Unable to log in with same username and password from myupmc web.,Carl Paradis,108889139297284991007,1,2015-12-04 07:21:09,,,Makes no sense.
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,,A Google user,117645652140708129676,2,2018-08-21 09:55:40,,,Sounds like it would be a good app but not able to get past logg in page. Tried uninstall and reinstall but still nothing. Ugh.
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,,Jim Wilson,111313560708255142855,1,2018-08-28 01:21:56,,,Cant get past direct access setup. Keeps failing with java error. App is pure junk
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,,A Google user,104845154801990305643,5,2018-07-28 07:00:26,,,"Must have for veterans and physicians, I'm both. If there are any issues, I personally know the developers of this app will literally work very hard until a glitch in the system is fixed. 2.5 rating should be a 10.5."
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,,John Lane,117731674396592998461,2,2017-06-24 16:50:34,,,"I have downloaded and installed this app 5 times and not once have I gotten past the initial password screen. This needs to be diagnosed and  fixed. Other wise it is a pointless time investment. I am a frequent and happy user of the my healthevet application on the web. Having your health records available when you see your doctor (while maybe not essential, it is terribly convenient). we"
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,,Sylvia Frazier,107275775852279767937,1,2017-08-01 12:48:50,,,Can't get pass password.
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,,prakash gupta,106178752449833204440,1,2018-01-04 17:34:06,,,Crash automatically all time
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,,A Google user,108396353086756882279,1,2017-09-26 01:22:38,,,Garbage
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,,Nicole Osmundson,111661699323318186971,1,2017-05-16 22:13:54,,,App is always crashing when trying to download my information from the portal.  This is the whole point in downloading it so this is making it completely useless.  Please fix it!
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,,Michael H,114537456816990666626,1,2017-04-17 03:19:19,,,Downloaded my record as pdf then offered to open it for me. Worthless app that doesn't do anything.
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,This website is right on par with the kind of medical care our veterans get. Should have known it wouldn't be any better.,rita alexander,103445767277545516111,1,2016-08-25 07:53:35,,,I've been using this site for over a year and it doesn't update or give the veteran test results as stated....it's just garbage and a big waste of time....just like the Va medical care system. We deserve better.
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,,A Google user,109811162097015240231,1,2016-09-10 21:34:08,,,"App does not get beyond ""authorizing"" for My health Vet. Have uninstalled and reinstalled several times"
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,,Teddy Carr,113811026188062211429,1,2017-03-17 02:26:27,,,Go to myhealthevet.gov and register. Put a shortcut on your device. If you want use LastPass for your password reminder. No need to submit your information to any outside source. It works all the time.
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,,Raymond A Madison Sr,105339142215560440134,1,2017-03-08 17:34:57,,,"Application crashes when I try to enter information from the smartphone database (Contact list, etc.)"
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Spanish video ad for VA members?,David Mentzer,105703780021357044085,1,2016-04-22 03:04:47,,,Should have known it would be crap from there...wish I would have clicked the video before wasting my time!
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Doesn't work tricareonline,Richard S,109663756606171233935,3,2016-05-12 22:32:29,,,Won't access tricareonline.  Unable to contact support as they filter all of those emails.
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Glitch,Elif Anderson,107298793775602845095,1,2016-05-02 23:38:12,,,"For over  half our tried retrieving  med records, but keeps  saying  looking  for  data/waiting for authorizing  over and over! :-/"
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Great Idea,Chris Howell,116559019860749330897,2,2016-04-09 00:02:09,,,Great Big Fizzle on VA performance.
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,,Nathan Lee,113570739071519577282,5,2017-05-10 09:13:28,,,Wonderfull
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,iBlueButton,FREDERICK LUEHE,105072016137602643888,4,2015-12-31 05:51:01,,,"A QUICK and EASY Document review system for multiplatform Care Providers. My only link is : "" My Health e Vet "" and it allows Documented & Statistical Data Review without need to allow entry to my actual secure site. A very pleasingly designed Medical Portal Software Device."
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,I Blue Button,Clarence Worlein,103055319192256667371,5,2015-12-02 04:04:10,,,Love It #1
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Crashes. Won't load information. Pretty much a useless space taker.,david bozenski,114146664499298938350,1,2015-03-22 20:08:21,,,Junk
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Sucks,A Google user,102888329741746803214,1,2015-04-21 15:59:50,,,They don't bother to tell you that you have to pay to get downloads and it won't download records anyway from my Samsung Galaxy S5 Active
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Doesn't work for Galaxy S5 active,Chuck Roberts,116971150616574482939,2,2015-04-12 11:55:58,,,Worked fine before now after I paid to get unlimited downloads it just keeps me at the loading screen.
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Supposed to link but ???,Andy Anderson,105308949836795115425,3,2015-06-18 03:46:14,,,Supposed to link to my VA page or from my VA page to the app bit doesn't. Have to manually get files/feeds but deletes previous downloaded items.
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Crashes when entering password,Justin Rayl,113157286774438821967,3,2015-01-19 05:34:09,,,When entering the password to protect info in the app it does a force close crash on my samsung galaxy exhibit running android  4.1.  After doing some program diagnostics the crash was the result of a  conflict with my swiping keyboard app called swype keyboard. The keyboard app causes the force close crash.
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,IBlueButton,Greg OBrien,110775623213589901427,4,2015-02-17 16:13:42,,,Concept is awesome. Needs work
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,MyHealthyVet,Jason Back,103611621779854901423,5,2015-01-29 10:23:35,,,**  VA & mefical  **
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,"NICE PLAN, POOR EXECUTION",JAMES PRICE,100452712462893073361,1,2014-12-29 16:22:09,,,It is very difficult to get the app installed on my smartphone.  When the install worKS it is easy to sign.  After that the App is impossible tobuse.  I have NEVER been able to download my records ONCE.  NO OTHER FEATURES HAVE EVER WORKED FOR MR. I TRY ABOUT ONCE EVERY THREE WEEKS.  SYSTEM NEEDS TO STAR A REBUILD FROM SCRATCH
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,"Works ok, sort of.",David Smrcka,103439011025902800936,3,2014-11-17 15:53:43,,,"This app seems to work fine as far as downloading my VA medical records. However, it doesn't save any info; neither reports I've just downloaded nor my personal info I just input. If I try to add my personal info from my card, the app crashes consistently."
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Still does not work,Joseph DeUnger,117325365183417124924,1,2014-07-29 22:47:45,,,"Doesn't appear to save any info.  Cannot even get past create a new profile.  Each update seems worse.  I have an authenticated account, and have successfully downloaded my Blue Button records to a PC numerous times over the past few months.  Would be a great app if it worked."
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,UPDATE....WORKING NOW...Not working,Scott Bacon,104129772773995959844,4,2014-07-22 18:47:53,,,"Tried it since it was updated just yesterday (wanting to stay away from old junk). It won't retain the portal information, at least for VA.  I'd put it on and save but it would erase it and all again.  I used the same info to log on to actual site with no problems.  Maybe VA has changed their portal access or something.  I am a MHV coordinator so I'd love for this to work.  Update...working perfect now!"
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Can't email record,Dave Kellar,110981648604521194324,2,2014-06-29 05:28:24,,,I've uninstall and reinstalled 2x. Unable to email record to anyone. Please fix or tell me how to fix it.
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,,Garrett Fuller,110660707628828269882,5,2014-06-11 19:15:22,,,"Really interesting app and well done actually.  Love having the ability to access all my medical records wherever I go.  The med look-ups are tidy, and it's very helpful to get more info on my meds."
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Great App!,Andrea TAYLOR-BROCHET,109262698849780835872,5,2014-05-24 15:06:44,,,"Finally an alternative to all those papers and files that are stacking up in a box. The app works great. After the initial setup, it was easy to input my entire family's medical info. I am definitely going to talk to my doctor about using ibluebutton."
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Great App!,Chris Burrow,115974423671271055635,5,2014-05-20 16:20:44,,,"Using this app, I can take care of  tracking my parents medical history downloaded from Medicare. Easy to look up information about their medications and conditions. Another great feature is that I can get contact information for every doctor that has taken care of my parents in the last 3 years!"
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Very Useful App,Sophia Grandstaff,100535646229327641963,5,2014-06-05 20:51:38,,,"I will definitely have to download this on my mom's phone and download her Medicare record's. Made managing and accessing and all my past medical information so much easier. Very satisfied, and recommend to all."
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Perfect way to view my father's records.,Mary Langenfeld,106564503653793709207,5,2014-06-05 20:47:32,,,Much more user friendly view of his Medicare record than on their website.
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Great update!!,Chris Armstrong,106837064698775999530,5,2014-06-05 20:30:28,,,It will be really convenient having all of my medical information with me and at my fingertips when I travel.
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,,Evan Shields,106251492444582814714,5,2014-06-06 01:07:35,,,Great app! Much easier to keep track of my medical records now!
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Not app just wallpaper,David Carson Turner,103071900822965222555,1,2014-04-04 16:56:31,,,This app does nothing. Can't set up or get my blue button records from va. I thing that they are just collecting persons info for illegal gains. Can't save snyting. Doesn't even deserve a star but can't go lower.  Going to contact my senator to see if they are getting any go Vermont fund and get that stopped. How can they say they are best winning app.
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Difficult to manage,Chad Stewart,106578381526812533445,2,2014-03-02 05:34:16,,,"It's a bit of work to set up. If you have an account with the VA or SSA, once you enter & verify who you are, the info should just populate itself; not hand enter everything. There's a memo pad app for that."
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Can't set up anything! What is wrong with this app? Saves nothing I input!!!!!,A Google user,103326769953268023701,1,2014-03-25 00:04:01,,,HTC one max
iBlueButton®,com.humetrix.iBlueButton,108,2.5648148059845,Not working,Cayman Dretzka,110456687186324305638,1,2013-10-30 06:46:47,,,"I am an Army Veteran. I have a poor connection at home. I was pleasently surprised when I found this app.  However, no matter what I do, it refuses to save my portal. End result, wasted space on my phone."
