name,id,title,author_name,author_uri,voteSum,voteCount,rating,text,date
23andMe-DNA-Test-Ancestry-Personal,,Easy way to learn about yourself,angel99mm,,,0,4.0,"I found the entire process relatively easy and well explained in the kit (collecting saliva, registering the kit, return box was ready to go). The results even came faster than expected.

My ancestry results were not what I expected so it was very interesting to learn more. My only disappointment was regarding the BRCA tests in the health portion. I was not aware ahead of time they only test for the variant common among those of Ashkenazi Jewish decent, which is rare. That was one of the main reasons I went for the health version of the test so it was disappointing that I had not found that info prior to purchasing.",2018-12-25 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Buy Direct from 23 and Me - These kits are invalid,Lacie,,,10,1.0,We had to return it after we tried to register it because the kit was marked invalid by 23andMe due to the fact the kits were purchased with a card that was marked as stolen. So the kits from this seller are the ones marked invalid and will not work. Luckily the customer service department of 23andMe are very pleasant to work with and have helped us find a solution to our issue. I would recommend buying from 23andMe directly.,2018-05-04 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Really frustrating,Brian,,,3,2.0,After two kits it was deemed that they couldn't extract enough DNA from the two total teaspoons of saliva. Which I think is BS because you hear about DNA being extracted from straws and cigarette butts that contain a hundredth of the saliva that I provided. I would've given one star but I'm getting a refund so I'm giving it two stars. I was really excited to learn about myself but am now disappointed.,2018-11-05 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,An email from the company told us that the test ...,David,,,16,1.0,"An email from the company told us that the test kit did not contain enough DNA. They emailed us saying they would send us another kit for free, however the link they sent in the email did not work. We waited 6 weeks for no results.",2018-03-08 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,One Star,Mel Chandler,,,5,1.0,Waste of time and money.Ancestry DNA is better.Did not match with Ancestry DNA,2018-02-27 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,This give very interesting results,C D Anderson,,,3,5.0,Great DNA test! And it helped me find my brothers daughter after 32 years!,2018-11-22 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Highly recommend this kit! You will learn something new about yourself.,Tricia A,,,1,5.0,"This was a great price over black Friday and makes a wonderful gift. We purchased this for a grandfather and while he thought he knew everything about his ""DNA/health/ancestors"" this was very insightful! Super easy to do - instructions were clear. Results were fascinating.

https://www.amazon.com/gp/product/B01G7PYQTM/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&tag=letmkno-20&camp=1789&creative=9325&linkCode=as2&creativeASIN=B01G7PYQTM&linkId=f7f787967a357daa73a8e3fa86aba03c",2017-12-30 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,if you can afford the cost it is well worth doing it..,Joseph Plumb Martin,,,2,5.0,"great stuff here.. i got this on a special deal and the results have, for me, relieved some nebulous fears in that these folks say i show none of the markers for a disease that is inflicting my cousin at this very moment..
the lineage part only confirms and fills in some color since my maternal and paternal families had done the genealogy thing all along the past 400 years.. both sides..",2017-10-01 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Provided Good Information On My Family Ancestory & Health History.,Amazon Customer,,,1,5.0,"I ordered this when it was on sale. It confirmed what I had know about my family history and most of my family health history. Its a good product and easy to use (no blood required). If I have one complaint its that you can't download the very detailed report. It would be helpful if it could be downloaded in a word or PDF file so I could review it offline. The results did have some nice graphs and charts that made it easy to understand now only who, but when some of my ancestors entered our family tree. I'd recommend this to anyone who would like to know more about their genetic background.",2018-02-22 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,I would recommend this because I love knowing more and now I ...,Jared C.,,,2,5.0,It is so detailed and gives you so much information. I feel more empowered with the information I know now. Things kind of connect and come full circle to where I understand myself in ways I didn't before. I would recommend this because I love knowing more and now I know I'm at risk for things that I can prevent with healthy habits. Overall I love 23 and me and would and do recommended it.,2018-04-24 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,GREAT Product! Highly Recommend. I found family!,Merrell O'Brian,,,12,5.0,"Absolutely loved it! If you got your panties in a wad about whether it's real or whether they're feeding off your answers then, simply DON'T fill out the information about yourself until AFTER you get your results back. That's what I did and it worked beautifully. The reports are fun and informative. I've met my 1st cousin. Unfortunately, he's a total freak and I don't wanna know him but, at least I filled in an entire side of my family history because of his help. You're probably fun-loving and not nearly the hateful ogre I am so, it'll work out even better for you! I discovered through the use of this product and comparative research online that I have Aphantasia, an inability to visualize in 3D and color. I just thought I sucked as an oil painter because I was dumb! Now that I know about this genetic makeup potential, I've found others and have discovered many ways to overcoming this limitation. It's worth it but, if you need the money badly enough where you can't feed your family if you do this, then don't do it!",2018-02-24 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,I had already filled out over an hours worth of data entry on my health history and was incredibly disappointed. Still waiting to be reimbursed,Penny Hunter,,,4,1.0,I submitted 2 samples but then found out that not everyone's DNA can be extracted from the saliva sample. I had already filled out over an hours worth of data entry on my health history and was incredibly disappointed. Still waiting to be reimbursed.,2018-05-16 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,I don’t have enough DNA in my saliva??,Carol,,,1,1.0,"Not enough DNA to get test results in my full tube of saliva. I’m easily stressed, so now that I’ve received a replacement kit, I’m afraid to go through the weeks of wondering. What if it isn’t about my DNA, but rather that I have some dreadful heAlth condition and they’d rather stress me out with a “sorry not enough DNA” than tell me I have 6 weeks to live??!!?",2018-12-24 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,This is fascinating! My family did AncestryDNA two years ...,Amy B.,,,2,5.0,"This is fascinating! My family did AncestryDNA two years ago, and 23andMe for Xmas 2017. I'm the only one to receive results so far, and my genealogical breakdown differs from Ancestry. It will be interesting to see what my son, mom, and dad show. Additionally, both of my parents did the National Geographic DNA test, so we'll have a third result to sample from.",2018-01-05 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,... got my results back and it was a really cool process. It honestly took a little longer than ...,MN Reviews,,,6,5.0,"Just got my results back and it was a really cool process. It honestly took a little longer than I thought (or maybe I'm just impatient), though I sent my test back right at the end of November and it seems like the holiday season is super busy for the company. I wouldn't say that I had super mind-blowing results (it's pretty much in line with what I expected except for a curveball heritage percentage of >.01, which is basically negligible anyway), but I enjoyed reviewing my results.

I opted for the thorough test with health stuff to and some of that stuff was even cooler. All the hereditary disease stuff I tested negative for so I can't really speak to that, though I wouldn't say I feel relieved in any way b/c I wasn't familiar with most of the things they were testing for anyway. I found the behavioral results (e.g., the ones that gauge how likely you are to to fall asleep quickly or whether you toss and turn at night, etc.) to be super fascinating.

All in all, really cool to do, and I'd recommend people trying it out. I got my kit at a pretty steep discount on Black Friday and I'm not sure, given my results I'd want to pay full price. However, if you can find the test on sale, definitely go for it. You might not have these super unexpected results but it's still some pretty neat insight into what makes you tick and where you come from.",2018-01-12 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Was a gift to my older son for his BD ...,camelia,,,3,5.0,Was a gift to my older son for his BD - it took 6 weeks to get the results back but what a treat! .... and then you can use the results data for further 'pin point' research with universities or other genetics organizations - this was an adventure gift!,2017-08-09 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Waste of time & money,Smudge,,,0,1.0,"I did the Ancestry & Health test (but only wanted the health section) December 2018. It was recommended by Dr Ben Lynch of Dirty genes fame. It came back with 15 genetic markers not covered, apparently recently dropped by 23 & me. Dr Lynch has now updated his recommendation to Ancestry DNA & downgraded 23 & me because of this. Sadly I have to pay twice for the test kits from both companies and also pay twice to have the raw data analyzed. Don't bother with 23 & Me it will give you a very incomplete picture.",2019-01-03 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,"Its ok, but they dont have near as many ...",Roronoa Zoro,,,2,3.0,"Its ok, but they dont have near as many customers as one might think , so be warned its a limited test group they are comparing you to. Other than that its really neat to see some of the insights and other things learned about your DNA. Worth it when at the 99$ price....not so much full price.",2017-12-30 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Knowledge is priceless,Ricky Wu,,,3,5.0,"I bought this during the black friday sale, so i paid $99 for the DNA+Health Kit. It arrived quickly. And shipping is free through Amazon! I received my results from 23andme within 1 month of their receiving my package, and I am very pleased with the amount of information given to me. Hands down the best DNA kit on the market.",2018-02-10 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,A great way to find your family lineage.,Omydawg,,,2,5.0,"Wow, surprised to discover my real family history. The medical profile was also very interesting and the reports are very thorough. I couldn't talk my wife into the DNA test because she just didn't want to know. A friend of mine discovered his father was not his biological father. And unlike other DNA options, you own your results. Might seem a bit pricey, but well worth it.",2018-04-13 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Great DNA test!,Anthony V,,,2,5.0,"My wife and I absolutely loved everything about the 23andme test. I’m adopted, and had no clue what my parental origins were so when I figured I would give this a try when it was on sale on primeday. I was so satisfied with the details of the results my wife ended up also ordering one. Overall the test covers so much on your ancestry and health data, and provides information to learn about your inherited traits and history. Also really cool that it adds more results as more research is done.",2017-12-07 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,"Gimmicky, but still interesting",ljvirgo,,,1,4.0,"I was happy to have access to this item at a significantly reduced cost, so that I could have not only my history but also the health markers. Found it interesting in general, and while I won't be reaching out to get to know strangers with my DNA, I was still happy to have the information.",2019-01-02 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Great Gift For My Girlfriend,Amazon Customer,,,0,5.0,"Purchased this for my girlfriend as a christmas gift, She loved it, I ordered the product on the 26th of November, got it 2 days later, she sent it out on the 6th of december and we just viewed the results today for christmas but they have been available for a couple of days. The amount of information that this gave us was amazing, I'm actually gonna purchase another kit for myself because I was amazed at the service that I got from 23andme.

The Health and Ancestry kit provided us with stuff that we didnt know (obviously thats why you buy this) also many things that we know, whixh shows how legitimate. Well worth the money because we actually got more information than we expected. This is super cool, love it and ordering mine.",2018-12-25 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,quick service (at least for me),Annie,,,20,5.0,I'm so happy with this product. It only took 2 weeks for me to get results from the time it arrived there! I was adopted so I had no idea of my history but I'm extremely glad I did this. The results were shocking!,2017-05-24 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Waiting . . . .,Amazon Customer,,,1,2.0,"My sample was received on December 2, 2018 and as of today, January 4, 2019 still no results. At one point my status showed that my results would be ready by December 26, 2018 but could be as late as January 2, 2019 but still no results. I received numerous e-mails asking me to complete certain profile information so they could provide me with a more customized report but now I'm curious about the true science of their product. I wonder if you provide more information they use that information more than the true science of DNA technology. Perhaps I'll update this review if I ever receive results but so far I'm less than impressed.",2019-01-04 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,I loved it. I was almost all boring European,Judith A. Howard,,,11,5.0,"I loved it. I was almost all boring European. I was hoping I was something exotic, but no such luck. Since my daughters are half African-American and their DNA said they were almost 60 % European , I had to do it. I understand now that I am 97.9% european.",2017-01-04 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,We are so happy we did the complete testing which includes health,Cooker,,,2,5.0,"We are so happy we did the complete testing which includes health. We found a cousin who was looking for his mother. Through 23 & me ( members of our family tested) he found his mother. It was amazing, traumatic and wonderful.",2018-01-26 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Amazing and Wonderful Experience!!!,Twylah Skye,,,0,5.0,"I received the 23andMe Ancestry+Health Kit as a Christmas gift. I sent off the sample on Wednesday, December 26th and my results were ready at 2:10am, Thursday, January 10th. I was extremely pleased with the speed of processing the sample, preparing the full reports, and delivering them to me! After reviewing the results, I found them to be incredibly accurate, both for ancestry and for identifying congenital health issues experienced by my family members through the last several generations. Additionally, I have already been contacted by, and identified, numerous distant family members I had never been aware of before now, whose genealogy squares up with mine. If you are looking for the BEST DNA research service, 23andMe is it. I couldn't possibly be more pleased with the customer service and results provided to me. Thank you, 23andMe!!!!!",2019-01-13 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Awecome,Oceanic815,,,1,5.0,"My sample was received on December 22, 2018, and the results were ready for viewing on January 10, 2019. Gives you lots of in-depth information about where you came from. If your relatives also did this test, for example, a cousin, you can see what percentage of DNA you share with them.",2019-01-10 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Very interesting,Lisa Monjeau,,,3,4.0,Make sure you read the directions before you spit! Got my results back faster than expected. Very interesting and detailed information. Allowed me to find and connect to my grandfathers sister!,2018-11-15 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Very nice,alex,,,0,5.0,"I enjoyed it very much. I got reports for my DNA, heritage, health risk, traits, carrier DNA that I can transfer to my child, distant family connections, and so much more. Really worth it. My only reccommedation is if they can somehow give you a family tree for ppl such as myself who have been adopted, I don't know if ancestry does that or if it's even possible but that would be awesome if they had that to offer. Other than that, very great product.",2019-01-11 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Like to know from 1700 to present disappointing,Mark Peacock,,,2,3.0,No data for ancestors in America 1700 to present. Like to know from 1700 to present disappointing. Trying Ancestry next,2018-07-05 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Highly recommended,JP,,,1,5.0,I got 23andMe for Christmas last year and it by far has been the best gift I’ve ever received. Only negative is I wish they had a better genealogy set up but the health information is by far the best I’ve seen.,2018-11-23 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Scam,Davy,,,9,1.0,"No results yet (stuck in the DNA Extraction step) after 9+ weeks of waiting (they said it would take 6-8). Customercare has not been helpfull for providing status. Now I'm out $200 for the kit with no results provided by 23andMe.

[Update 2/8/18]
Customercare got back to me and said it would be completed within 2-4 MORE weeks. Thats 13 weeks that they are saying to wait.",2018-02-07 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Questions answered,scnphil,,,1,5.0,I chose to take part in a DNA test to fill in the huge blanks of my heredity and potential health issues I may pass along to my kids. Very happy I did this and now purchased a kit for my husband for xmas.,2018-12-17 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Fun! Thankyou!,Book Beauty,,,0,5.0,Thankyou ! This was fun.! It’s just a shame that half all the people I contacted to find my relative didn’t respond at all or some didn’t help. So I guess I can only rely on Gods help and my own investigating lol. But i loved this !! Thanks again! It would be better if I put my moms DNA in as well to help separate relatives I got connected too.,2019-01-17 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Always updating with new information. Very detailed.,F. H. Williams,,,2,5.0,I'm still getting information and research detail following the initial reports. Very informative.,2018-06-29 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,This was a great deal and a much better kit than the one ...,Hans van Riet,,,1,5.0,"This was a great deal and a much better kit than the one provided by ancestry.com. The amount of information that you get from 23andme is worth every penny, you would have to pay a lot extra (and pay for a monthly subscription) at ancestry to get similar information.",2018-05-04 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,I just wanted a better medical history,Amazon Customer,,,8,5.0,"My biological father was a sperm donor 25 years ago. So, I took this DNA test because I only knew about half of my family history. I wanted to know if I was a carrier for any traits that my father might have passed on to me. I just wanted a better medical history. It turns out, I found my paternal grandfather and he connected me to my biological father. I spent my entire life accepting the fact I would never know who he was. 23 and Me gives you a lot of information and connects you with a lot of people.",2018-02-20 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,The results were great but it took over 4 months to receive them,RS,,,3,3.0,"The results were great but it took over 4 months to receive them. I guess, maybe my spit does not have enough DNA in it.",2018-04-23 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,really cool. I like this better than the ancestry,Amazon Customer,,,1,5.0,"really cool. I like this better than the ancestry.com because this has the health and I felt like it went deeper on the percentages where I was from. Ancestry just said 98% eastern European, but this said part French, Balkan. It even said I was part Ashkanazi Jewish. I will say though that I feel ancestry has better documentation trying find out about your past as they had my family's birth certificates from where my father was born going back to the 1400's.",2018-02-04 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,"Limited medical info, but that is more because of ...",michellemars,,,2,4.0,"Limited medical info, but that is more because of FDA regs than 23 and me. Get your raw data and put it in a site such as livewello or promethease",2018-01-05 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Interesting testing to have done but the results are NOT reliable (known false negatives throw all results into question),Glenn E Frommer,,,5,3.0,"What a fantastic concept and an easy and painless thing to do. My only two complaints about the test are 1) it takes a long time to get results (we've done the testing with 5 people in the family and on average it has taken 6 weeks to get results) and 2) the results are known to be inaccurate in some cases, as some of my family members now that they have certain diseases that the test says they are negative for. This second point is a huge one in that it makes the other data impossible to rely upon, since if one knows that the test is providing a false negative, then it could very well be reporting false negatives and positives in other areas.",2018-04-01 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,The only test that offers certified health results,Ragarone,,,0,5.0,It was very simple to take the test. I got my results back quickly in just a matter of a couple weeks. The installed app makes it very easy to go over my results. I opted to get the health results and did find out I might have some issues later on in life. But a healthy lifestyle change will go a long way towards minimizing that problem. My ancestry results were fun.,2018-02-08 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,So great to do!,Yarn whore in Sin City,,,0,5.0,SO FUN!!! I got my results really fast! It was so fun to see where my ancestors come from although there were a few surprises. The health results were great! No big surprises health wise but it was great to see I’m genetically predisposed to bug bites! I always wondered why I was getting bit and no one else was!,2019-01-06 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Not worth the money,Eyesee,,,1,3.0,"It’s interesting to see the ancestry, but it didn’t really tell me anything I didn’t already know. The health reports are vague and seem inaccurate.",2018-12-28 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Great until customer service thinks you stole your kit,CMA,,,0,1.0,"I purchased this kit over a year ago, submitted my sample, got my results, and everything was fine. Then I was contacted by 23andme customer service a YEAR after purchasing, saying someone reported my kit as being stolen, so they were freezing my account until I provided proof of purchase. Even after providing proof of purchase (through amazon) they continued to insist my kit was a stolen kit, and ultimately deleted my account. I then had to fight with them to get reimbursed my original purchase price. Then they wanted to send me a coupon to purchase another kit. I declined.",2018-12-09 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Should have keep my money,K&amp;Hmom,,,1,2.0,Whatever I got out of the test really not worth the money. Reports are fun to read but didn't get much information out of it. Very disappointed.,2018-10-04 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,The gift that keeps on giving! And packed with surprises‼️,Cali Elaine,,,12,5.0,My parents were wrong about everything! Who knew? I was pleasantly surprised with my results. My parents were wrong about everything! I took the health and the ancestry options and I’m thrilled with the information as well as ongoing new surprises as they release more information. The APP keeps me up to date and well informed. All on my phone! This is the most comprehensive genetic test on the market! No fees or ongoing sales. Just solid info.,2018-07-16 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,super interesting!!,veronica moral,,,0,5.0,"I think that we have to wait a bit more to have a greater level of certainty in the results on both the ancestry and health reports, but what is available at the moment blows your mind. the health report is especially important for everyone to consider.
the kit is super easy to use and ship. the registration and site are also very user friendly. they have a lot of complex info worded simply for the layman and links to their whitepapers.
I highly recommend everyone getting this test done as it will unveil the true nature of humans: we're all one big crazy tribe.",2019-01-13 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Nice DNA testing package,Trudi2012,,,0,5.0,"The health and ancestry package is nice. There are a lot of questionnaires to answer while you wait for your results. Once we sent in our samples, it took approximately 6 weeks to get the results back. 23andme provides good customer service and communication before, during and after results.",2018-07-06 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Didnt work,C,,,2,1.0,Followed all instructions and they still cant extract my DNA. Getting a runaround about getting a replacement kit. Do not buy until they get their company in order.,2018-12-11 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Solid,SZ,,,0,4.0,"Was nice to find out about my DNA and ancestry, I never really knew where my family originated. I wish it had a little more information but I assume that’s the best it gets. Also the health info is comfusing but seems like good information either way.",2018-12-12 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,If you are a girl and no dad or brothers you only get mom's haplogroup.,Bonnie Hunt,,,0,5.0,Way fun and exciting to get a glimpse of my ancestry. Medical info was unexciting but that's good I guess. Nothing remarkable. The app is pretty cool they update as they learn more. It starts out a little vague but changes so keep looking.,2018-12-25 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Very fun gift!,Andrew R. Jacobs,,,0,5.0,Got it as a gift for my wife. It’s very easy to follow the instructions and then the wait wasn’t bad given they provide you with status updates of the progress through the various steps. The report info was really comprehensive and interesting.,2019-01-17 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Great deal!,Susie,,,0,5.0,"Very pleased with the price, ease of submitting, and email lab follow up. My sample kit just got to lab so I don’t have results yet. This company was referred by a friend who is a geneiologist. They ask a lot of “ survey” questions.... but it’s volunteer and you can stop at any time. I understand the data is important when compiled. Eg: which toes is longer, your big or the one next to it... have you ever had plantar fasciitis? Etc.
Can’t wait to get the results... email stated 1-2 weeks from lab login.",2018-12-21 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Still waiting for results. They don't care about tima and meeting deadlines.,Frank ,,,1,1.0,"Still waiting for the results, It is gonna be two months since I ordered this S...T. first, it took like a month for my sample to arrive to the lab then, they said that my results were gonna be ready by january 3rd and now they say january 10th. This really sucks. If you want quick results don't order this crap, there are better options.",2019-01-05 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Not worth it - useless info,Bodo Schimers,,,2,1.0,I'm first generation European. Guess what? for $130 this product confirmed it. (It got as granular as Eastern European!) Totally worthless.,2018-11-01 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Easy to use - prepare to wait 7 weeks for results,Just Mike's Opinion,,,0,4.0,"Easy to use, took 7 weeks for results ..... differ from Ancestry ... DNA Health not as thorough as I thought it would be .... but easy to use .... not sure which to trust for ancestry profile (since both differ by a few percentage points AND recommended background ancestry)",2018-04-15 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Read the privacy policy carefully,Land Pirate,,,0,1.0,"Read 23 and me's privacy policy before you buy or use this product. Research what happens to to your info before you use it. I cant tell you what they do with it so read it very very carefully, it is not what you think",2019-01-10 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Not real happy with the turnaround time on report,BlueMack,,,2,3.0,"Not real happy with the turnaround time on report, bought 4 kits, received reports on 3, still waiting on last one 9 weeks letter. Called told some sort of problem with sample, I received no information on this.",2018-01-26 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,Health + Ancestry,Beth,,,1,5.0,"I like knowing the results of my ancestry because it gives me some insight about where my family came from. I tried another brand last year and the results didn't make sense given what I had been told by my family. These results were in line with the history I had been given in the past.

I like knowing the health results because I can alter my lifestyle to compensate for any possible future problems or alert my doctor to be on the lookout for potential health problems.",2018-02-13 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,They do an amazing job of preparing you for the medical results with ...,Sharon M. Abahazi,,,0,5.0,"It is important to remember that the ancestry part is comparing you to who is in the system. So, the results might be a little off. But, the medical info can really help you plan - either way. They do an amazing job of preparing you for the medical results with psychological questions you may not have considered- the effects the answers may have on you, and how to move forward.",2018-03-19 00:00:00
23andMe-DNA-Test-Ancestry-Personal,,This product is AMAZING!!,Cara Lee Hornung,,,0,5.0,"This product is AMAZING!!!!!!!!!!! It’s so exciting to learn about your ancestry! The product has instructions that are easy to follow in order to send your DNA to the company. The website is easy to use, always updating with more and more information as research continues to grow. The website also allows you to connect with others who share parts of your DNA. A MUST BUY!",2018-05-09 00:00:00
